value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method,hour,month,season,is_filled
,16.3970625,2025-01-23 22:30:00+00:00,2025-01-23 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-23 23:00:00+00:00,2025-01-23 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-23 23:30:00+00:00,2025-01-24 00:00:00+00:00,,,,,True
,13.570921875,2025-01-24 00:00:00+00:00,2025-01-24 00:30:00+00:00,,,,,True
,13.570921875,2025-01-24 00:30:00+00:00,2025-01-24 01:00:00+00:00,,,,,True
,12.213796875,2025-01-24 01:00:00+00:00,2025-01-24 01:30:00+00:00,,,,,True
,12.213796875,2025-01-24 01:30:00+00:00,2025-01-24 02:00:00+00:00,,,,,True
,11.491921875,2025-01-24 02:00:00+00:00,2025-01-24 02:30:00+00:00,,,,,True
,11.491921875,2025-01-24 02:30:00+00:00,2025-01-24 03:00:00+00:00,,,,,True
,10.927875,2025-01-24 03:00:00+00:00,2025-01-24 03:30:00+00:00,,,,,True
,10.927875,2025-01-24 03:30:00+00:00,2025-01-24 04:00:00+00:00,,,,,True
,11.3715,2025-01-24 04:00:00+00:00,2025-01-24 04:30:00+00:00,,,,,True
,11.3715,2025-01-24 04:30:00+00:00,2025-01-24 05:00:00+00:00,,,,,True
,12.95175,2025-01-24 05:00:00+00:00,2025-01-24 05:30:00+00:00,,,,,True
,12.95175,2025-01-24 05:30:00+00:00,2025-01-24 06:00:00+00:00,,,,,True
,16.6554609375,2025-01-24 06:00:00+00:00,2025-01-24 06:30:00+00:00,,,,,True
,16.6554609375,2025-01-24 06:30:00+00:00,2025-01-24 07:00:00+00:00,,,,,True
,20.6835234375,2025-01-24 07:00:00+00:00,2025-01-24 07:30:00+00:00,,,,,True
,20.6835234375,2025-01-24 07:30:00+00:00,2025-01-24 08:00:00+00:00,,,,,True
,22.0206328125,2025-01-24 08:00:00+00:00,2025-01-24 08:30:00+00:00,,,,,True
,22.0206328125,2025-01-24 08:30:00+00:00,2025-01-24 09:00:00+00:00,,,,,True
,22.557609375,2025-01-24 09:00:00+00:00,2025-01-24 09:30:00+00:00,,,,,True
,22.557609375,2025-01-24 09:30:00+00:00,2025-01-24 10:00:00+00:00,,,,,True
,22.1499140625,2025-01-24 10:00:00+00:00,2025-01-24 10:30:00+00:00,,,,,True
,22.1499140625,2025-01-24 10:30:00+00:00,2025-01-24 11:00:00+00:00,,,,,True
,21.8861015625,2025-01-24 11:00:00+00:00,2025-01-24 11:30:00+00:00,,,,,True
,21.8861015625,2025-01-24 11:30:00+00:00,2025-01-24 12:00:00+00:00,,,,,True
,22.864406250000002,2025-01-24 12:00:00+00:00,2025-01-24 12:30:00+00:00,,,,,True
,22.864406250000002,2025-01-24 12:30:00+00:00,2025-01-24 13:00:00+00:00,,,,,True
,23.4768515625,2025-01-24 13:00:00+00:00,2025-01-24 13:30:00+00:00,,,,,True
,23.4768515625,2025-01-24 13:30:00+00:00,2025-01-24 14:00:00+00:00,,,,,True
,23.868796875,2025-01-24 14:00:00+00:00,2025-01-24 14:30:00+00:00,,,,,True
,23.868796875,2025-01-24 14:30:00+00:00,2025-01-24 15:00:00+00:00,,,,,True
,25.806703125,2025-01-24 15:00:00+00:00,2025-01-24 15:30:00+00:00,,,,,True
,25.806703125,2025-01-24 15:30:00+00:00,2025-01-24 16:00:00+00:00,,,,,True
,42.3294375,2025-01-24 16:00:00+00:00,2025-01-24 16:30:00+00:00,,,,,True
,42.3294375,2025-01-24 16:30:00+00:00,2025-01-24 17:00:00+00:00,,,,,True
,42.9425390625,2025-01-24 17:00:00+00:00,2025-01-24 17:30:00+00:00,,,,,True
,42.9425390625,2025-01-24 17:30:00+00:00,2025-01-24 18:00:00+00:00,,,,,True
,40.8100546875,2025-01-24 18:00:00+00:00,2025-01-24 18:30:00+00:00,,,,,True
,40.8100546875,2025-01-24 18:30:00+00:00,2025-01-24 19:00:00+00:00,,,,,True
,23.7304921875,2025-01-24 19:00:00+00:00,2025-01-24 19:30:00+00:00,,,,,True
,23.7304921875,2025-01-24 19:30:00+00:00,2025-01-24 20:00:00+00:00,,,,,True
,20.8141171875,2025-01-24 20:00:00+00:00,2025-01-24 20:30:00+00:00,,,,,True
,20.8141171875,2025-01-24 20:30:00+00:00,2025-01-24 21:00:00+00:00,,,,,True
,19.4697890625,2025-01-24 21:00:00+00:00,2025-01-24 21:30:00+00:00,,,,,True
,19.4697890625,2025-01-24 21:30:00+00:00,2025-01-24 22:00:00+00:00,,,,,True
,16.3970625,2025-01-24 22:00:00+00:00,2025-01-24 22:30:00+00:00,,,,,True
,16.3970625,2025-01-24 22:30:00+00:00,2025-01-24 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-24 23:00:00+00:00,2025-01-24 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-24 23:30:00+00:00,2025-01-25 00:00:00+00:00,,,,,True
,13.570921875,2025-01-25 00:00:00+00:00,2025-01-25 00:30:00+00:00,,,,,True
,13.570921875,2025-01-25 00:30:00+00:00,2025-01-25 01:00:00+00:00,,,,,True
,12.213796875,2025-01-25 01:00:00+00:00,2025-01-25 01:30:00+00:00,,,,,True
,12.213796875,2025-01-25 01:30:00+00:00,2025-01-25 02:00:00+00:00,,,,,True
,11.491921875,2025-01-25 02:00:00+00:00,2025-01-25 02:30:00+00:00,,,,,True
,11.491921875,2025-01-25 02:30:00+00:00,2025-01-25 03:00:00+00:00,,,,,True
,10.927875,2025-01-25 03:00:00+00:00,2025-01-25 03:30:00+00:00,,,,,True
,10.927875,2025-01-25 03:30:00+00:00,2025-01-25 04:00:00+00:00,,,,,True
,11.3715,2025-01-25 04:00:00+00:00,2025-01-25 04:30:00+00:00,,,,,True
,11.3715,2025-01-25 04:30:00+00:00,2025-01-25 05:00:00+00:00,,,,,True
,12.95175,2025-01-25 05:00:00+00:00,2025-01-25 05:30:00+00:00,,,,,True
,12.95175,2025-01-25 05:30:00+00:00,2025-01-25 06:00:00+00:00,,,,,True
,16.6554609375,2025-01-25 06:00:00+00:00,2025-01-25 06:30:00+00:00,,,,,True
,16.6554609375,2025-01-25 06:30:00+00:00,2025-01-25 07:00:00+00:00,,,,,True
,20.6835234375,2025-01-25 07:00:00+00:00,2025-01-25 07:30:00+00:00,,,,,True
,20.6835234375,2025-01-25 07:30:00+00:00,2025-01-25 08:00:00+00:00,,,,,True
,22.0206328125,2025-01-25 08:00:00+00:00,2025-01-25 08:30:00+00:00,,,,,True
,22.0206328125,2025-01-25 08:30:00+00:00,2025-01-25 09:00:00+00:00,,,,,True
,22.557609375,2025-01-25 09:00:00+00:00,2025-01-25 09:30:00+00:00,,,,,True
,22.557609375,2025-01-25 09:30:00+00:00,2025-01-25 10:00:00+00:00,,,,,True
,22.1499140625,2025-01-25 10:00:00+00:00,2025-01-25 10:30:00+00:00,,,,,True
,22.1499140625,2025-01-25 10:30:00+00:00,2025-01-25 11:00:00+00:00,,,,,True
,21.8861015625,2025-01-25 11:00:00+00:00,2025-01-25 11:30:00+00:00,,,,,True
,21.8861015625,2025-01-25 11:30:00+00:00,2025-01-25 12:00:00+00:00,,,,,True
,22.864406250000002,2025-01-25 12:00:00+00:00,2025-01-25 12:30:00+00:00,,,,,True
,22.864406250000002,2025-01-25 12:30:00+00:00,2025-01-25 13:00:00+00:00,,,,,True
,23.4768515625,2025-01-25 13:00:00+00:00,2025-01-25 13:30:00+00:00,,,,,True
,23.4768515625,2025-01-25 13:30:00+00:00,2025-01-25 14:00:00+00:00,,,,,True
,23.868796875,2025-01-25 14:00:00+00:00,2025-01-25 14:30:00+00:00,,,,,True
,23.868796875,2025-01-25 14:30:00+00:00,2025-01-25 15:00:00+00:00,,,,,True
,25.806703125,2025-01-25 15:00:00+00:00,2025-01-25 15:30:00+00:00,,,,,True
,25.806703125,2025-01-25 15:30:00+00:00,2025-01-25 16:00:00+00:00,,,,,True
,42.3294375,2025-01-25 16:00:00+00:00,2025-01-25 16:30:00+00:00,,,,,True
,42.3294375,2025-01-25 16:30:00+00:00,2025-01-25 17:00:00+00:00,,,,,True
,42.9425390625,2025-01-25 17:00:00+00:00,2025-01-25 17:30:00+00:00,,,,,True
,42.9425390625,2025-01-25 17:30:00+00:00,2025-01-25 18:00:00+00:00,,,,,True
,40.8100546875,2025-01-25 18:00:00+00:00,2025-01-25 18:30:00+00:00,,,,,True
,40.8100546875,2025-01-25 18:30:00+00:00,2025-01-25 19:00:00+00:00,,,,,True
,23.7304921875,2025-01-25 19:00:00+00:00,2025-01-25 19:30:00+00:00,,,,,True
,23.7304921875,2025-01-25 19:30:00+00:00,2025-01-25 20:00:00+00:00,,,,,True
,20.8141171875,2025-01-25 20:00:00+00:00,2025-01-25 20:30:00+00:00,,,,,True
,20.8141171875,2025-01-25 20:30:00+00:00,2025-01-25 21:00:00+00:00,,,,,True
,19.4697890625,2025-01-25 21:00:00+00:00,2025-01-25 21:30:00+00:00,,,,,True
,19.4697890625,2025-01-25 21:30:00+00:00,2025-01-25 22:00:00+00:00,,,,,True
,16.3970625,2025-01-25 22:00:00+00:00,2025-01-25 22:30:00+00:00,,,,,True
,16.3970625,2025-01-25 22:30:00+00:00,2025-01-25 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-25 23:00:00+00:00,2025-01-25 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-25 23:30:00+00:00,2025-01-26 00:00:00+00:00,,,,,True
,13.570921875,2025-01-26 00:00:00+00:00,2025-01-26 00:30:00+00:00,,,,,True
,13.570921875,2025-01-26 00:30:00+00:00,2025-01-26 01:00:00+00:00,,,,,True
,12.213796875,2025-01-26 01:00:00+00:00,2025-01-26 01:30:00+00:00,,,,,True
,12.213796875,2025-01-26 01:30:00+00:00,2025-01-26 02:00:00+00:00,,,,,True
,11.491921875,2025-01-26 02:00:00+00:00,2025-01-26 02:30:00+00:00,,,,,True
,11.491921875,2025-01-26 02:30:00+00:00,2025-01-26 03:00:00+00:00,,,,,True
,10.927875,2025-01-26 03:00:00+00:00,2025-01-26 03:30:00+00:00,,,,,True
,10.927875,2025-01-26 03:30:00+00:00,2025-01-26 04:00:00+00:00,,,,,True
,11.3715,2025-01-26 04:00:00+00:00,2025-01-26 04:30:00+00:00,,,,,True
,11.3715,2025-01-26 04:30:00+00:00,2025-01-26 05:00:00+00:00,,,,,True
,12.95175,2025-01-26 05:00:00+00:00,2025-01-26 05:30:00+00:00,,,,,True
,12.95175,2025-01-26 05:30:00+00:00,2025-01-26 06:00:00+00:00,,,,,True
,16.6554609375,2025-01-26 06:00:00+00:00,2025-01-26 06:30:00+00:00,,,,,True
,16.6554609375,2025-01-26 06:30:00+00:00,2025-01-26 07:00:00+00:00,,,,,True
,20.6835234375,2025-01-26 07:00:00+00:00,2025-01-26 07:30:00+00:00,,,,,True
,20.6835234375,2025-01-26 07:30:00+00:00,2025-01-26 08:00:00+00:00,,,,,True
,22.0206328125,2025-01-26 08:00:00+00:00,2025-01-26 08:30:00+00:00,,,,,True
,22.0206328125,2025-01-26 08:30:00+00:00,2025-01-26 09:00:00+00:00,,,,,True
,22.557609375,2025-01-26 09:00:00+00:00,2025-01-26 09:30:00+00:00,,,,,True
,22.557609375,2025-01-26 09:30:00+00:00,2025-01-26 10:00:00+00:00,,,,,True
,22.1499140625,2025-01-26 10:00:00+00:00,2025-01-26 10:30:00+00:00,,,,,True
,22.1499140625,2025-01-26 10:30:00+00:00,2025-01-26 11:00:00+00:00,,,,,True
,21.8861015625,2025-01-26 11:00:00+00:00,2025-01-26 11:30:00+00:00,,,,,True
,21.8861015625,2025-01-26 11:30:00+00:00,2025-01-26 12:00:00+00:00,,,,,True
,22.864406250000002,2025-01-26 12:00:00+00:00,2025-01-26 12:30:00+00:00,,,,,True
,22.864406250000002,2025-01-26 12:30:00+00:00,2025-01-26 13:00:00+00:00,,,,,True
,23.4768515625,2025-01-26 13:00:00+00:00,2025-01-26 13:30:00+00:00,,,,,True
,23.4768515625,2025-01-26 13:30:00+00:00,2025-01-26 14:00:00+00:00,,,,,True
,23.868796875,2025-01-26 14:00:00+00:00,2025-01-26 14:30:00+00:00,,,,,True
,23.868796875,2025-01-26 14:30:00+00:00,2025-01-26 15:00:00+00:00,,,,,True
,25.806703125,2025-01-26 15:00:00+00:00,2025-01-26 15:30:00+00:00,,,,,True
,25.806703125,2025-01-26 15:30:00+00:00,2025-01-26 16:00:00+00:00,,,,,True
,42.3294375,2025-01-26 16:00:00+00:00,2025-01-26 16:30:00+00:00,,,,,True
,42.3294375,2025-01-26 16:30:00+00:00,2025-01-26 17:00:00+00:00,,,,,True
,42.9425390625,2025-01-26 17:00:00+00:00,2025-01-26 17:30:00+00:00,,,,,True
,42.9425390625,2025-01-26 17:30:00+00:00,2025-01-26 18:00:00+00:00,,,,,True
,40.8100546875,2025-01-26 18:00:00+00:00,2025-01-26 18:30:00+00:00,,,,,True
,40.8100546875,2025-01-26 18:30:00+00:00,2025-01-26 19:00:00+00:00,,,,,True
,23.7304921875,2025-01-26 19:00:00+00:00,2025-01-26 19:30:00+00:00,,,,,True
,23.7304921875,2025-01-26 19:30:00+00:00,2025-01-26 20:00:00+00:00,,,,,True
,20.8141171875,2025-01-26 20:00:00+00:00,2025-01-26 20:30:00+00:00,,,,,True
,20.8141171875,2025-01-26 20:30:00+00:00,2025-01-26 21:00:00+00:00,,,,,True
,19.4697890625,2025-01-26 21:00:00+00:00,2025-01-26 21:30:00+00:00,,,,,True
,19.4697890625,2025-01-26 21:30:00+00:00,2025-01-26 22:00:00+00:00,,,,,True
,16.3970625,2025-01-26 22:00:00+00:00,2025-01-26 22:30:00+00:00,,,,,True
,16.3970625,2025-01-26 22:30:00+00:00,2025-01-26 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-26 23:00:00+00:00,2025-01-26 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-26 23:30:00+00:00,2025-01-27 00:00:00+00:00,,,,,True
,13.570921875,2025-01-27 00:00:00+00:00,2025-01-27 00:30:00+00:00,,,,,True
,13.570921875,2025-01-27 00:30:00+00:00,2025-01-27 01:00:00+00:00,,,,,True
,12.213796875,2025-01-27 01:00:00+00:00,2025-01-27 01:30:00+00:00,,,,,True
,12.213796875,2025-01-27 01:30:00+00:00,2025-01-27 02:00:00+00:00,,,,,True
,11.491921875,2025-01-27 02:00:00+00:00,2025-01-27 02:30:00+00:00,,,,,True
,11.491921875,2025-01-27 02:30:00+00:00,2025-01-27 03:00:00+00:00,,,,,True
,10.927875,2025-01-27 03:00:00+00:00,2025-01-27 03:30:00+00:00,,,,,True
,10.927875,2025-01-27 03:30:00+00:00,2025-01-27 04:00:00+00:00,,,,,True
,11.3715,2025-01-27 04:00:00+00:00,2025-01-27 04:30:00+00:00,,,,,True
,11.3715,2025-01-27 04:30:00+00:00,2025-01-27 05:00:00+00:00,,,,,True
,12.95175,2025-01-27 05:00:00+00:00,2025-01-27 05:30:00+00:00,,,,,True
,12.95175,2025-01-27 05:30:00+00:00,2025-01-27 06:00:00+00:00,,,,,True
,16.6554609375,2025-01-27 06:00:00+00:00,2025-01-27 06:30:00+00:00,,,,,True
,16.6554609375,2025-01-27 06:30:00+00:00,2025-01-27 07:00:00+00:00,,,,,True
,20.6835234375,2025-01-27 07:00:00+00:00,2025-01-27 07:30:00+00:00,,,,,True
,20.6835234375,2025-01-27 07:30:00+00:00,2025-01-27 08:00:00+00:00,,,,,True
,22.0206328125,2025-01-27 08:00:00+00:00,2025-01-27 08:30:00+00:00,,,,,True
,22.0206328125,2025-01-27 08:30:00+00:00,2025-01-27 09:00:00+00:00,,,,,True
,22.557609375,2025-01-27 09:00:00+00:00,2025-01-27 09:30:00+00:00,,,,,True
,22.557609375,2025-01-27 09:30:00+00:00,2025-01-27 10:00:00+00:00,,,,,True
,22.1499140625,2025-01-27 10:00:00+00:00,2025-01-27 10:30:00+00:00,,,,,True
,22.1499140625,2025-01-27 10:30:00+00:00,2025-01-27 11:00:00+00:00,,,,,True
,21.8861015625,2025-01-27 11:00:00+00:00,2025-01-27 11:30:00+00:00,,,,,True
,21.8861015625,2025-01-27 11:30:00+00:00,2025-01-27 12:00:00+00:00,,,,,True
,22.864406250000002,2025-01-27 12:00:00+00:00,2025-01-27 12:30:00+00:00,,,,,True
,22.864406250000002,2025-01-27 12:30:00+00:00,2025-01-27 13:00:00+00:00,,,,,True
,23.4768515625,2025-01-27 13:00:00+00:00,2025-01-27 13:30:00+00:00,,,,,True
,23.4768515625,2025-01-27 13:30:00+00:00,2025-01-27 14:00:00+00:00,,,,,True
,23.868796875,2025-01-27 14:00:00+00:00,2025-01-27 14:30:00+00:00,,,,,True
,23.868796875,2025-01-27 14:30:00+00:00,2025-01-27 15:00:00+00:00,,,,,True
,25.806703125,2025-01-27 15:00:00+00:00,2025-01-27 15:30:00+00:00,,,,,True
,25.806703125,2025-01-27 15:30:00+00:00,2025-01-27 16:00:00+00:00,,,,,True
,42.3294375,2025-01-27 16:00:00+00:00,2025-01-27 16:30:00+00:00,,,,,True
,42.3294375,2025-01-27 16:30:00+00:00,2025-01-27 17:00:00+00:00,,,,,True
,42.9425390625,2025-01-27 17:00:00+00:00,2025-01-27 17:30:00+00:00,,,,,True
,42.9425390625,2025-01-27 17:30:00+00:00,2025-01-27 18:00:00+00:00,,,,,True
,40.8100546875,2025-01-27 18:00:00+00:00,2025-01-27 18:30:00+00:00,,,,,True
,40.8100546875,2025-01-27 18:30:00+00:00,2025-01-27 19:00:00+00:00,,,,,True
,23.7304921875,2025-01-27 19:00:00+00:00,2025-01-27 19:30:00+00:00,,,,,True
,23.7304921875,2025-01-27 19:30:00+00:00,2025-01-27 20:00:00+00:00,,,,,True
,20.8141171875,2025-01-27 20:00:00+00:00,2025-01-27 20:30:00+00:00,,,,,True
,20.8141171875,2025-01-27 20:30:00+00:00,2025-01-27 21:00:00+00:00,,,,,True
,19.4697890625,2025-01-27 21:00:00+00:00,2025-01-27 21:30:00+00:00,,,,,True
,19.4697890625,2025-01-27 21:30:00+00:00,2025-01-27 22:00:00+00:00,,,,,True
,16.3970625,2025-01-27 22:00:00+00:00,2025-01-27 22:30:00+00:00,,,,,True
,16.3970625,2025-01-27 22:30:00+00:00,2025-01-27 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-27 23:00:00+00:00,2025-01-27 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-27 23:30:00+00:00,2025-01-28 00:00:00+00:00,,,,,True
,13.570921875,2025-01-28 00:00:00+00:00,2025-01-28 00:30:00+00:00,,,,,True
,13.570921875,2025-01-28 00:30:00+00:00,2025-01-28 01:00:00+00:00,,,,,True
,12.213796875,2025-01-28 01:00:00+00:00,2025-01-28 01:30:00+00:00,,,,,True
,12.213796875,2025-01-28 01:30:00+00:00,2025-01-28 02:00:00+00:00,,,,,True
,11.491921875,2025-01-28 02:00:00+00:00,2025-01-28 02:30:00+00:00,,,,,True
,11.491921875,2025-01-28 02:30:00+00:00,2025-01-28 03:00:00+00:00,,,,,True
,10.927875,2025-01-28 03:00:00+00:00,2025-01-28 03:30:00+00:00,,,,,True
,10.927875,2025-01-28 03:30:00+00:00,2025-01-28 04:00:00+00:00,,,,,True
,11.3715,2025-01-28 04:00:00+00:00,2025-01-28 04:30:00+00:00,,,,,True
,11.3715,2025-01-28 04:30:00+00:00,2025-01-28 05:00:00+00:00,,,,,True
,12.95175,2025-01-28 05:00:00+00:00,2025-01-28 05:30:00+00:00,,,,,True
,12.95175,2025-01-28 05:30:00+00:00,2025-01-28 06:00:00+00:00,,,,,True
,16.6554609375,2025-01-28 06:00:00+00:00,2025-01-28 06:30:00+00:00,,,,,True
,16.6554609375,2025-01-28 06:30:00+00:00,2025-01-28 07:00:00+00:00,,,,,True
,20.6835234375,2025-01-28 07:00:00+00:00,2025-01-28 07:30:00+00:00,,,,,True
,20.6835234375,2025-01-28 07:30:00+00:00,2025-01-28 08:00:00+00:00,,,,,True
,22.0206328125,2025-01-28 08:00:00+00:00,2025-01-28 08:30:00+00:00,,,,,True
,22.0206328125,2025-01-28 08:30:00+00:00,2025-01-28 09:00:00+00:00,,,,,True
,22.557609375,2025-01-28 09:00:00+00:00,2025-01-28 09:30:00+00:00,,,,,True
,22.557609375,2025-01-28 09:30:00+00:00,2025-01-28 10:00:00+00:00,,,,,True
,22.1499140625,2025-01-28 10:00:00+00:00,2025-01-28 10:30:00+00:00,,,,,True
,22.1499140625,2025-01-28 10:30:00+00:00,2025-01-28 11:00:00+00:00,,,,,True
,21.8861015625,2025-01-28 11:00:00+00:00,2025-01-28 11:30:00+00:00,,,,,True
,21.8861015625,2025-01-28 11:30:00+00:00,2025-01-28 12:00:00+00:00,,,,,True
,22.864406250000002,2025-01-28 12:00:00+00:00,2025-01-28 12:30:00+00:00,,,,,True
,22.864406250000002,2025-01-28 12:30:00+00:00,2025-01-28 13:00:00+00:00,,,,,True
,23.4768515625,2025-01-28 13:00:00+00:00,2025-01-28 13:30:00+00:00,,,,,True
,23.4768515625,2025-01-28 13:30:00+00:00,2025-01-28 14:00:00+00:00,,,,,True
,23.868796875,2025-01-28 14:00:00+00:00,2025-01-28 14:30:00+00:00,,,,,True
,23.868796875,2025-01-28 14:30:00+00:00,2025-01-28 15:00:00+00:00,,,,,True
,25.806703125,2025-01-28 15:00:00+00:00,2025-01-28 15:30:00+00:00,,,,,True
,25.806703125,2025-01-28 15:30:00+00:00,2025-01-28 16:00:00+00:00,,,,,True
,42.3294375,2025-01-28 16:00:00+00:00,2025-01-28 16:30:00+00:00,,,,,True
,42.3294375,2025-01-28 16:30:00+00:00,2025-01-28 17:00:00+00:00,,,,,True
,42.9425390625,2025-01-28 17:00:00+00:00,2025-01-28 17:30:00+00:00,,,,,True
,42.9425390625,2025-01-28 17:30:00+00:00,2025-01-28 18:00:00+00:00,,,,,True
,40.8100546875,2025-01-28 18:00:00+00:00,2025-01-28 18:30:00+00:00,,,,,True
,40.8100546875,2025-01-28 18:30:00+00:00,2025-01-28 19:00:00+00:00,,,,,True
,23.7304921875,2025-01-28 19:00:00+00:00,2025-01-28 19:30:00+00:00,,,,,True
,23.7304921875,2025-01-28 19:30:00+00:00,2025-01-28 20:00:00+00:00,,,,,True
,20.8141171875,2025-01-28 20:00:00+00:00,2025-01-28 20:30:00+00:00,,,,,True
,20.8141171875,2025-01-28 20:30:00+00:00,2025-01-28 21:00:00+00:00,,,,,True
,19.4697890625,2025-01-28 21:00:00+00:00,2025-01-28 21:30:00+00:00,,,,,True
,19.4697890625,2025-01-28 21:30:00+00:00,2025-01-28 22:00:00+00:00,,,,,True
,16.3970625,2025-01-28 22:00:00+00:00,2025-01-28 22:30:00+00:00,,,,,True
,16.3970625,2025-01-28 22:30:00+00:00,2025-01-28 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-28 23:00:00+00:00,2025-01-28 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-28 23:30:00+00:00,2025-01-29 00:00:00+00:00,,,,,True
,13.570921875,2025-01-29 00:00:00+00:00,2025-01-29 00:30:00+00:00,,,,,True
,13.570921875,2025-01-29 00:30:00+00:00,2025-01-29 01:00:00+00:00,,,,,True
,12.213796875,2025-01-29 01:00:00+00:00,2025-01-29 01:30:00+00:00,,,,,True
,12.213796875,2025-01-29 01:30:00+00:00,2025-01-29 02:00:00+00:00,,,,,True
,11.491921875,2025-01-29 02:00:00+00:00,2025-01-29 02:30:00+00:00,,,,,True
,11.491921875,2025-01-29 02:30:00+00:00,2025-01-29 03:00:00+00:00,,,,,True
,10.927875,2025-01-29 03:00:00+00:00,2025-01-29 03:30:00+00:00,,,,,True
,10.927875,2025-01-29 03:30:00+00:00,2025-01-29 04:00:00+00:00,,,,,True
,11.3715,2025-01-29 04:00:00+00:00,2025-01-29 04:30:00+00:00,,,,,True
,11.3715,2025-01-29 04:30:00+00:00,2025-01-29 05:00:00+00:00,,,,,True
,12.95175,2025-01-29 05:00:00+00:00,2025-01-29 05:30:00+00:00,,,,,True
,12.95175,2025-01-29 05:30:00+00:00,2025-01-29 06:00:00+00:00,,,,,True
,16.6554609375,2025-01-29 06:00:00+00:00,2025-01-29 06:30:00+00:00,,,,,True
,16.6554609375,2025-01-29 06:30:00+00:00,2025-01-29 07:00:00+00:00,,,,,True
,20.6835234375,2025-01-29 07:00:00+00:00,2025-01-29 07:30:00+00:00,,,,,True
,20.6835234375,2025-01-29 07:30:00+00:00,2025-01-29 08:00:00+00:00,,,,,True
,22.0206328125,2025-01-29 08:00:00+00:00,2025-01-29 08:30:00+00:00,,,,,True
,22.0206328125,2025-01-29 08:30:00+00:00,2025-01-29 09:00:00+00:00,,,,,True
,22.557609375,2025-01-29 09:00:00+00:00,2025-01-29 09:30:00+00:00,,,,,True
,22.557609375,2025-01-29 09:30:00+00:00,2025-01-29 10:00:00+00:00,,,,,True
,22.1499140625,2025-01-29 10:00:00+00:00,2025-01-29 10:30:00+00:00,,,,,True
,22.1499140625,2025-01-29 10:30:00+00:00,2025-01-29 11:00:00+00:00,,,,,True
,21.8861015625,2025-01-29 11:00:00+00:00,2025-01-29 11:30:00+00:00,,,,,True
,21.8861015625,2025-01-29 11:30:00+00:00,2025-01-29 12:00:00+00:00,,,,,True
,22.864406250000002,2025-01-29 12:00:00+00:00,2025-01-29 12:30:00+00:00,,,,,True
,22.864406250000002,2025-01-29 12:30:00+00:00,2025-01-29 13:00:00+00:00,,,,,True
,23.4768515625,2025-01-29 13:00:00+00:00,2025-01-29 13:30:00+00:00,,,,,True
,23.4768515625,2025-01-29 13:30:00+00:00,2025-01-29 14:00:00+00:00,,,,,True
,23.868796875,2025-01-29 14:00:00+00:00,2025-01-29 14:30:00+00:00,,,,,True
,23.868796875,2025-01-29 14:30:00+00:00,2025-01-29 15:00:00+00:00,,,,,True
,25.806703125,2025-01-29 15:00:00+00:00,2025-01-29 15:30:00+00:00,,,,,True
,25.806703125,2025-01-29 15:30:00+00:00,2025-01-29 16:00:00+00:00,,,,,True
,42.3294375,2025-01-29 16:00:00+00:00,2025-01-29 16:30:00+00:00,,,,,True
,42.3294375,2025-01-29 16:30:00+00:00,2025-01-29 17:00:00+00:00,,,,,True
,42.9425390625,2025-01-29 17:00:00+00:00,2025-01-29 17:30:00+00:00,,,,,True
,42.9425390625,2025-01-29 17:30:00+00:00,2025-01-29 18:00:00+00:00,,,,,True
,40.8100546875,2025-01-29 18:00:00+00:00,2025-01-29 18:30:00+00:00,,,,,True
,40.8100546875,2025-01-29 18:30:00+00:00,2025-01-29 19:00:00+00:00,,,,,True
,23.7304921875,2025-01-29 19:00:00+00:00,2025-01-29 19:30:00+00:00,,,,,True
,23.7304921875,2025-01-29 19:30:00+00:00,2025-01-29 20:00:00+00:00,,,,,True
,20.8141171875,2025-01-29 20:00:00+00:00,2025-01-29 20:30:00+00:00,,,,,True
,20.8141171875,2025-01-29 20:30:00+00:00,2025-01-29 21:00:00+00:00,,,,,True
,19.4697890625,2025-01-29 21:00:00+00:00,2025-01-29 21:30:00+00:00,,,,,True
,19.4697890625,2025-01-29 21:30:00+00:00,2025-01-29 22:00:00+00:00,,,,,True
,16.3970625,2025-01-29 22:00:00+00:00,2025-01-29 22:30:00+00:00,,,,,True
,16.3970625,2025-01-29 22:30:00+00:00,2025-01-29 23:00:00+00:00,,,,,True
,14.674427419354839,2025-01-29 23:00:00+00:00,2025-01-29 23:30:00+00:00,,,,,True
,14.674427419354839,2025-01-29 23:30:00+00:00,2025-01-30 00:00:00+00:00,,,,,True
,13.570921875,2025-01-30 00:00:00+00:00,2025-01-30 00:30:00+00:00,,,,,True
,13.570921875,2025-01-30 00:30:00+00:00,2025-01-30 01:00:00+00:00,,,,,True
